Iteration,x,y,Utility
1,0,0,1.0
1,1,0,0.0
1,2,0,1.0
1,3,0,-0.04
1,4,0,-0.04
1,5,0,1.0
1,0,1,-0.04
1,1,1,-1.0
1,2,1,-0.04
1,3,1,1.0
1,4,1,0.0
1,5,1,-1.0
1,0,2,-0.04
1,1,2,-0.04
1,2,2,-1.0
1,3,2,-0.04
1,4,2,1.0
1,5,2,-0.04
1,0,3,-0.04
1,1,3,-0.04
1,2,3,-0.04
1,3,3,-1.0
1,4,3,-0.04
1,5,3,1.0
1,0,4,-0.04
1,1,4,0.0
1,2,4,0.0
1,3,4,0.0
1,4,4,-1.0
1,5,4,-0.04
1,0,5,-0.04
1,1,5,-0.04
1,2,5,-0.04
1,3,5,-0.04
1,4,5,-0.04
1,5,5,-0.04
2,0,0,1.99
2,1,0,0.0
2,2,0,1.88704
2,3,0,0.84704
2,4,0,0.74408
2,5,0,1.88704
2,0,1,0.6490400000000001
2,1,1,-1.0396
2,2,1,0.752
2,3,1,1.7840799999999999
2,4,1,0.0
2,5,1,-0.4059999999999999
2,0,2,-0.0796
2,1,2,-0.17464000000000002
2,2,2,-1.0396
2,3,2,0.752
2,4,2,1.7840799999999999
2,5,2,0.84704
2,0,3,-0.0796
2,1,3,-0.0796
2,2,3,-0.17464000000000002
2,3,3,-1.0396
2,4,3,0.752
2,5,3,1.7840799999999999
2,0,4,-0.0796
2,1,4,0.0
2,2,4,0.0
2,3,4,0.0
2,4,4,-1.0396
2,5,4,0.6490400000000001
2,0,5,-0.0796
2,1,5,-0.0796
2,2,5,-0.0796
2,3,5,-0.0796
2,4,5,-0.0796
2,5,5,-0.0796
3,0,0,2.9701000000000004
3,1,0,0.0
3,2,0,2.7652096000000004
3,3,0,1.7150165599999998
3,4,0,1.60186352
3,5,0,2.75501656
3,0,1,1.49741456
3,1,1,-0.5246257599999999
3,2,1,1.5282392
3,3,1,2.57129632
3,4,1,0.0
3,5,1,0.41414768000000013
3,0,2,0.4488699200000001
3,1,2,-0.213844
3,2,2,-0.34725735999999996
3,3,2,1.4466948800000001
3,4,2,2.57129632
3,5,2,1.6334722400000001
3,0,3,-0.11880399999999999
3,1,3,-0.12821296000000001
3,2,3,-0.22325296000000003
3,3,3,-0.34725735999999996
3,4,3,1.4466948800000001
3,5,3,2.56110328
3,0,4,-0.11880399999999999
3,1,4,0.0
3,2,4,0.0
3,3,4,0.0
3,4,4,-0.41939271999999994
3,5,4,1.3343259200000002
3,0,5,-0.11880399999999999
3,1,5,-0.11880399999999999
3,2,5,-0.11880399999999999
3,3,5,-0.11880399999999999
3,4,5,-0.11880399999999999
3,5,5,0.4582788800000001
4,0,0,3.9403990000000007
4,1,0,0.0
4,2,0,3.6335883930400006
4,3,0,2.5743909783200003
4,4,0,2.4591420924800005
4,5,0,3.6133042434400005
4,0,1,2.4086252912000004
4,1,1,0.1372569401599999
4,2,1,2.3526663886400003
4,3,1,3.3494761179999997
4,4,1,0.0
4,5,1,1.2639743561600003
4,0,2,1.1692198975999997
4,1,2,0.2508739433600002
4,2,2,0.3324176835199999
4,3,2,2.21664654248
4,4,2,3.34140323032
4,5,2,2.4046658852000005
4,0,3,0.2910502976000001
4,1,3,-0.16795640704
4,2,3,-0.19802518600000002
4,3,3,0.26690309504
4,4,3,2.2156374315200003
4,5,3,3.3222058156000007
4,0,4,-0.15761596
4,1,4,0.0
4,2,4,0.0
4,3,4,0.0
4,4,4,0.23636073176000028
4,5,4,2.0789721845600004
4,0,5,-0.15761596
4,1,5,-0.15761596
4,2,5,-0.15761596
4,3,5,-0.15761596
4,4,5,0.26967539768000004
4,5,5,1.0503941417600002
5,0,0,4.900995010000001
5,1,0,0.0
5,2,0,4.49239196505232
5,3,0,3.424264849823361
5,4,0,3.308647095115521
5,5,0,4.462909148060561
5,0,1,3.3328383489046414
5,1,1,0.9460561880988803
5,2,1,3.1829885800455204
5,3,1,4.1270978000152
5,4,1,0.0
5,5,1,2.1120038833241606
5,0,2,2.0082205208854402
5,1,2,0.8829829116780797
5,2,2,1.1075963079010402
5,3,2,2.9764933559261597
5,4,2,4.10390128875376
5,5,2,3.1600478483916805
5,0,3,0.8982084540646398
5,1,3,0.1987206717948801
5,2,3,0.2330705274598399
5,3,3,1.0006562598783204
5,4,3,2.9617131405668005
5,5,3,4.075067174861441
5,0,4,0.15930387561920012
5,1,4,0.0
5,2,4,0.0
5,3,4,0.0
5,4,4,0.9840028044795202
5,5,4,2.820404964670881
5,0,5,-0.1960398004
5,1,5,-0.1960398004
5,2,5,-0.1960398004
5,3,5,0.14237495488256005
5,4,5,0.8420097370884803
5,5,5,1.7372328545760805
6,0,0,5.851985059900001
6,1,0,0.0
6,2,0,5.34172346099413
6,3,0,4.2655593386554544
6,4,0,4.149736170096838
6,5,0,5.304008113338396
6,0,1,4.26519860708335
6,1,1,1.820682843210395
